layers,neurons,activation,epochs,lr,batch_size,mae,mse,r2,accuracy
1,64,Sigmoid,25,0.0001,256,2.964397003940234,12.160626818553824,-2.2927300930023193,50.59338326766276
1,64,Sigmoid,25,0.0001,512,2.8997805797215332,11.959193618273174,-2.238187789916992,51.67032367130777
1,64,Sigmoid,50,10.0,16,1225.39285034829,2246853.6036742195,-608378.9375,-20323.2141724715
1,64,Sigmoid,50,10.0,32,1154.6240654262244,2048125.1718872332,-554569.3125,-19143.73442377041
1,64,Sigmoid,50,10.0,64,556.4473545985301,484854.42225219484,-131282.90625,-9174.122576642168
1,64,Sigmoid,50,10.0,128,604.1216070116552,650106.5957594019,-176028.21875,-9968.693450194252
1,64,Sigmoid,50,10.0,256,278.73557708956673,111836.84610409157,-30281.033203125,-4545.592951492779
1,64,Sigmoid,50,10.0,512,914.8211811687929,1219217.4104017597,-330126.1875,-15147.01968614655
1,64,Sigmoid,50,1.0,16,11.460851988330237,196.7928813977872,-52.285560607910156,-91.01419980550396
1,64,Sigmoid,50,1.0,32,16.830658406512395,420.3185696447759,-112.80956268310547,-180.51097344187323
1,64,Sigmoid,50,1.0,64,10.235120916479305,161.5919662337246,-42.754215240478516,-70.58534860798842
1,64,Sigmoid,50,1.0,128,12.95123587319755,244.86674071797088,-65.30250549316406,-115.85393121995918
1,64,Sigmoid,50,1.0,256,9.734735657982792,174.73892030651444,-46.31401443481445,-62.24559429971321
1,64,Sigmoid,50,1.0,512,20.83684527451265,680.4918883270741,-183.25662231445312,-247.28075457521084
1,64,Sigmoid,50,0.1,16,1.359824469889873,2.703380760474095,0.26800626516342163,77.33625883516878
1,64,Sigmoid,50,0.1,32,1.373263709793136,2.7283579174729544,0.26124322414398193,77.11227150344774
1,64,Sigmoid,50,0.1,64,1.3798373273923887,2.709269831795771,0.2664116621017456,77.00271121012685
1,64,Sigmoid,50,0.1,128,1.4031517707146088,2.7627780490442753,0.2519233226776123,76.61413715475652
1,64,Sigmoid,50,0.1,256,1.392887113505785,2.7433012069082943,0.25719696283340454,76.7852147749036
1,64,Sigmoid,50,0.1,512,1.4035658491136898,2.7573883892138213,0.2533826231956482,76.60723584810518
1,64,Sigmoid,50,0.01,16,1.3331435324522902,2.6927445979089764,0.2708861827850342,77.78094112579517
1,64,Sigmoid,50,0.01,32,1.3497999012470245,2.6999440771553704,0.26893675327301025,77.50333497921625
1,64,Sigmoid,50,0.01,64,1.341329876976374,2.697027361642655,0.26972657442092896,77.64450205039377
1,64,Sigmoid,50,0.01,128,1.3447291595293276,2.689387477175583,0.27179527282714844,77.58784734117788
1,64,Sigmoid,50,0.01,256,1.3597514567716185,2.6974177991929844,0.2696208953857422,77.33747572047302
1,64,Sigmoid,50,0.01,512,1.3489079614903063,2.7079621986120728,0.2667657136917114,77.51820064182823
1,64,Sigmoid,50,0.001,16,2.282260061763491,7.970817949004792,-1.1582565307617188,61.962332303941814
1,64,Sigmoid,50,0.001,32,2.2310543685499797,7.635157480838052,-1.0673694610595703,62.815760524167
1,64,Sigmoid,50,0.001,64,2.2983976259792387,8.04424706493787,-1.1781389713287354,61.69337290034602
1,64,Sigmoid,50,0.001,128,2.2969737960373537,8.1789290707677,-1.214606523513794,61.717103399377436
1,64,Sigmoid,50,0.001,256,2.3088131538783827,8.186384999949105,-1.216625452041626,61.51978076869362
1,64,Sigmoid,50,0.001,512,2.38629649087223,8.596082513623053,-1.327559232711792,60.228391818796155
1,64,Sigmoid,50,0.0001,16,2.8996979795620903,11.976974826472162,-2.243002414703369,51.67170034063182
1,64,Sigmoid,50,0.0001,32,2.717136400476556,10.835788519267608,-1.9340038299560547,54.714393325390745
1,64,Sigmoid,50,0.0001,64,2.771218487600979,10.9100064693719,-1.9540996551513672,53.813025206650345
1,64,Sigmoid,50,0.0001,128,2.88773371545206,11.629476660380606,-2.1489105224609375,51.871104742465654
1,64,Sigmoid,50,0.0001,256,2.9256986149148596,12.178320833302005,-2.297520875930786,51.23835641808567
1,64,Sigmoid,50,0.0001,512,2.711247523026827,10.693449418843073,-1.8954627513885498,54.812541282886215
1,64,Sigmoid,100,10.0,16,8408.632507612801,102732540.84607053,-27816864.0,-140043.87512688
1,64,Sigmoid,100,10.0,32,176.14315943796865,43022.695431977525,-11648.244140625,-2835.719323966144
1,64,Sigmoid,100,10.0,64,29.29124813215107,1314.9726574397978,-355.0548400878906,-388.1874688691845
1,64,Sigmoid,100,10.0,128,35.92144948821823,1993.111239414955,-538.6741943359375,-498.69082480363716
1,64,Sigmoid,100,10.0,256,462.0038084476552,327547.20391685783,-88688.875,-7600.063474127587
1,64,Sigmoid,100,10.0,512,210.0754291813988,64796.89205838641,-17544.0390625,-3401.257153023313
1,64,Sigmoid,100,1.0,16,1.4287522622597697,3.0059591253995186,0.18607717752456665,76.1874622956705
1,64,Sigmoid,100,1.0,32,1.6668202781226336,4.63130600074199,-0.25401759147644043,72.21966203128945
1,64,Sigmoid,100,1.0,64,2.5544192159711328,10.62886945207876,-1.877976417541504,57.42634640048112
1,64,Sigmoid,100,1.0,128,1.4069667660034577,2.79198542983233,0.24401473999023438,76.55055389994237
1,64,Sigmoid,100,1.0,256,1.7337614520503557,4.664638023056115,-0.26304304599761963,71.10397579916075
1,64,Sigmoid,100,1.0,512,26.942396681359472,1072.0491025984843,-289.2784729003906,-349.0399446893245
1,64,Sigmoid,100,0.1,16,1.382918363908222,2.7231932931110023,0.26264166831970215,76.95136060152963
1,64,Sigmoid,100,0.1,32,1.3820998131806124,2.722146625093126,0.26292502880096436,76.96500311365646
1,64,Sigmoid,100,0.1,64,1.3866614018771666,2.726526638769765,0.26173901557922363,76.88897663538056
1,64,Sigmoid,100,0.1,128,1.3831651103693825,2.722947887326594,0.2627081274986267,76.9472481605103
1,64,Sigmoid,100,0.1,256,1.3827879568363757,2.723087735910423,0.26267021894454956,76.95353405272706
1,64,Sigmoid,100,0.1,512,1.3830972381517397,2.723324915654412,0.2626059651374817,76.94837936413768
1,64,Sigmoid,100,0.01,16,1.384240858344885,2.724785754486495,0.2622104287147522,76.92931902758525
1,64,Sigmoid,100,0.01,32,1.3838155470770865,2.7235293709089055,0.2625507712364197,76.93640754871522
1,64,Sigmoid,100,0.01,64,1.3788853604390547,2.7190071624206387,0.263775110244751,77.01857732601576
1,64,Sigmoid,100,0.01,128,1.381170520862789,2.721936997430322,0.2629817724227905,76.98049131895351
1,64,Sigmoid,100,0.01,256,1.3784944707479319,2.7184421537475694,0.26392805576324463,77.02509215420113
1,64,Sigmoid,100,0.01,512,1.3809098370249953,2.7209057579557694,0.26326102018356323,76.98483604958342
1,64,Sigmoid,100,0.001,16,1.6633392675619034,4.910190745927803,-0.329531192779541,72.27767887396827
1,64,Sigmoid,100,0.001,32,1.5241574473661452,4.412200233064643,-0.19469034671783447,74.59737587723092
1,64,Sigmoid,100,0.001,64,1.6815911883369405,5.104724174872898,-0.38220489025115967,71.97348019438432
1,64,Sigmoid,100,0.001,128,1.6514264141907364,4.995484756806929,-0.3526262044906616,72.47622643015438
1,64,Sigmoid,100,0.001,256,1.843623533941823,5.747199292586502,-0.556167721748352,69.27294110096962
1,64,Sigmoid,100,0.001,512,1.6111611376470285,4.802292242497041,-0.3003154993057251,73.14731437254953
1,64,Sigmoid,100,0.0001,16,2.652177957637372,10.306359359955753,-1.7906503677368164,55.797034039377124
1,64,Sigmoid,100,0.0001,32,2.8265678731781865,11.285439130564919,-2.055755615234375,52.89053544703022
1,64,Sigmoid,100,0.0001,64,2.9553645627295717,12.051721590515005,-2.26324200630188,50.74392395450713
1,64,Sigmoid,100,0.0001,128,2.787777796850031,11.123206918067307,-2.0118277072906494,53.53703671916614
1,64,Sigmoid,100,0.0001,256,2.6831689474941287,10.43195052186993,-1.8246564865112305,55.28051754176453
1,64,Sigmoid,100,0.0001,512,2.810259564341559,11.367649844233283,-2.0780155658721924,53.16234059430735
1,64,Sigmoid,250,10.0,16,22.235788808646777,727.7789812183798,-196.06053161621094,-270.59648014411295
1,64,Sigmoid,250,10.0,32,1.38838216542634,2.7371167088052064,0.25887155532836914,76.86029724289433
1,64,Sigmoid,250,10.0,64,29.45016503615864,1417.4981561530906,-382.8156433105469,-390.8360839359774
1,64,Sigmoid,250,10.0,128,1.3831008478259363,2.724519743962102,0.26228243112564087,76.94831920290106
1,64,Sigmoid,250,10.0,256,5.6513967266037675,47.558449751224586,-11.877389907836914,5.8100545566038715
1,64,Sigmoid,250,10.0,512,41.214302622116485,2433.677540381043,-657.96630859375,-586.9050437019414
1,64,Sigmoid,250,1.0,16,1.3830889612788568,2.723137277099605,0.2626568078994751,76.94851731201905
1,64,Sigmoid,250,1.0,32,1.3831037156125332,2.7229682935748403,0.26270246505737305,76.94827140645778
1,64,Sigmoid,250,1.0,64,1.3831896477557244,2.7232551096432815,0.26262491941452026,76.94683920407127
1,64,Sigmoid,250,1.0,128,1.4025526897845257,2.781508096548789,0.24685174226760864,76.62412183692457
1,64,Sigmoid,250,1.0,256,1.4122442663702277,2.8336330761963304,0.23273777961730957,76.46259556049621
1,64,Sigmoid,250,1.0,512,1.3830673615701374,2.7231445979523587,0.2626548409461975,76.94887730716438
1,64,Sigmoid,250,0.1,16,1.3831148547765493,2.7232243125973694,0.26263320446014404,76.94808575372419
1,64,Sigmoid,250,0.1,32,1.3831163484154019,2.72322748430482,0.2626323699951172,76.94806085974331
1,64,Sigmoid,250,0.1,64,1.3831157317961924,2.7232252301445348,0.26263296604156494,76.94807113673012
1,64,Sigmoid,250,0.1,128,1.3832350787541545,2.723908148575219,0.2624480724334717,76.9460820207641
1,64,Sigmoid,250,0.1,256,1.3831153783956036,2.723224895459352,0.2626330852508545,76.94807702673994
1,64,Sigmoid,250,0.1,512,1.3831262956274317,2.7232144240595826,0.26263588666915894,76.94789507287614
1,64,Sigmoid,250,0.01,16,1.3831137862611325,2.723223601620522,0.26263344287872314,76.94810356231446
1,64,Sigmoid,250,0.01,32,1.3831133053023765,2.723222884988936,0.26263362169265747,76.94811157829372
1,64,Sigmoid,250,0.01,64,1.3831138500226023,2.7232237192225965,0.26263344287872314,76.94810249962329
1,64,Sigmoid,250,0.01,128,1.3838273381933253,2.724461985774663,0.2622981071472168,76.93621103011125
1,64,Sigmoid,250,0.01,256,1.3831163021971429,2.723226275918997,0.2626326084136963,76.94806163004762
1,64,Sigmoid,250,0.01,512,1.383123195093856,2.7232298860556203,0.26263171434402466,76.94794674843574
1,64,Sigmoid,250,0.001,16,1.3802570219087826,2.7199001510939405,0.2635332942008972,76.99571630152029
1,64,Sigmoid,250,0.001,32,1.382997343514828,2.723094800140698,0.262668251991272,76.95004427475287
1,64,Sigmoid,250,0.001,64,1.3768346989549363,2.716834615880455,0.2643634080886841,77.05275501741772
1,64,Sigmoid,250,0.001,128,1.3764233949547964,2.716311093731363,0.26450514793395996,77.05961008408673
1,64,Sigmoid,250,0.001,256,1.3793392821829369,2.719281775733128,0.2637007236480713,77.01101196361772
1,64,Sigmoid,250,0.001,512,1.3762687156527318,2.7162929902246304,0.26451003551483154,77.06218807245448
1,64,Sigmoid,250,0.0001,16,2.73251403157487,10.391892186997218,-1.813810110092163,54.45809947375218
1,64,Sigmoid,250,0.0001,32,2.5597573203336332,9.627320052699133,-1.6067872047424316,57.33737799443945
1,64,Sigmoid,250,0.0001,64,2.600581482678088,9.737975359035579,-1.636749267578125,56.65697528869853
1,64,Sigmoid,250,0.0001,128,2.628252342220035,10.009977345659241,-1.7103993892669678,56.19579429633275
1,64,Sigmoid,250,0.0001,256,2.690566250702133,10.441977158588507,-1.8273718357086182,55.15722915496446
1,64,Sigmoid,250,0.0001,512,2.5592319515509527,9.603858787414575,-1.6004343032836914,57.34613414081746
1,64,ReLU,1,10.0,16,3787.661773654586,22105315.88248388,-5985450.5,-63027.69622757643
1,64,ReLU,1,10.0,32,4293.247420628865,28573695.88054502,-7736891.5,-71454.12367714776
1,64,ReLU,1,10.0,64,8096.793823341388,96863607.79440726,-26227732.0,-134846.56372235648
1,64,ReLU,1,10.0,128,944.9586393162432,1382497.448841011,-374337.5,-15649.31065527072
1,64,ReLU,1,10.0,256,3964.5153857224377,22903037.15014317,-6201448.5,-65975.25642870729
1,64,ReLU,1,10.0,512,2468.957720639294,9467586.724376004,-2563535.25,-41049.29534398823
1,64,ReLU,1,1.0,16,30.077451981833075,1344.2315343429693,-362.9772033691406,-401.29086636388456
1,64,ReLU,1,1.0,32,31.780217976998493,1614.0886797619721,-436.04638671875,-429.67029961664156
1,64,ReLU,1,1.0,64,20.87934861143712,613.7021303372932,-165.17196655273438,-247.98914352395198
1,64,ReLU,1,1.0,128,56.87836176960181,4882.304324738769,-1320.9803466796875,-847.9726961600301
1,64,ReLU,1,1.0,256,61.98299767334129,5888.581996569626,-1593.449951171875,-933.0499612223548
1,64,ReLU,1,1.0,512,47.79728654287668,3481.239182054816,-941.6142578125,-696.6214423812779
1,64,ReLU,1,0.1,16,2.255050689880307,8.456320756365791,-1.2897160053253174,62.41582183532821
1,64,ReLU,1,0.1,32,2.613259870462102,12.461108612220036,-2.374091148376465,56.44566882563162
1,64,ReLU,1,0.1,64,2.4390645000387874,11.33241779751986,-2.0684759616851807,59.348924999353535
1,64,ReLU,1,0.1,128,2.2653694855088884,8.797078894153003,-1.3819830417633057,62.243841908185196
1,64,ReLU,1,0.1,256,2.7214292547804244,13.454141370618325,-2.642974376678467,54.642845753659586
1,64,ReLU,1,0.1,512,2.2688698646200747,8.238007769467352,-1.2306032180786133,62.18550225633208
1,64,ReLU,1,0.01,16,2.8103096512439123,11.481068857708896,-2.1087262630462646,53.16150581260146
1,64,ReLU,1,0.01,32,2.8000093633242957,11.32496936078867,-2.0664591789245605,53.333177277928414
1,64,ReLU,1,0.01,64,2.6790942245517497,10.494867046347563,-1.8416924476623535,55.34842959080417
1,64,ReLU,1,0.01,128,2.8091536797803274,11.220642122265266,-2.038210391998291,53.180772003661204
1,64,ReLU,1,0.01,256,2.695793972326438,10.33942345088004,-1.7996032238006592,55.070100461226026
1,64,ReLU,1,0.01,512,2.852764205447889,11.608922051485125,-2.1433451175689697,52.45392990920186
1,64,ReLU,1,0.001,16,2.826431995200491,11.524847330684917,-2.1205801963806152,52.89280007999182
1,64,ReLU,1,0.001,32,2.8279959043536342,11.48908005204664,-2.1108953952789307,52.86673492743943
1,64,ReLU,1,0.001,64,3.0594900525031923,12.838005026619726,-2.4761433601379395,49.008499124946795
1,64,ReLU,1,0.001,128,2.9046866698080485,12.036387689973278,-2.2590901851654053,51.58855550319919
1,64,ReLU,1,0.001,256,2.7921144489383867,11.300622515943193,-2.0598666667938232,53.46475918436022
1,64,ReLU,1,0.001,512,2.9505767518782164,12.195952151855035,-2.302294969558716,50.823720802029726
1,64,ReLU,1,0.0001,16,2.8801116123291868,11.841066610243923,-2.206202983856201,51.998139794513556
1,64,ReLU,1,0.0001,32,2.938248429240452,11.879685475839377,-2.2166595458984375,51.029192845992476
1,64,ReLU,1,0.0001,64,2.8344766484665955,11.528872440753457,-2.1216697692871094,52.758722525556735
1,64,ReLU,1,0.0001,128,2.991258421335942,12.694431250693059,-2.4372682571411133,50.1456929777343
1,64,ReLU,1,0.0001,256,2.89757420999784,12.015039686822453,-2.253309726715088,51.707096500036
1,64,ReLU,1,0.0001,512,2.765066727194451,10.955982830105672,-1.9665484428405762,53.91555454675916
1,64,ReLU,10,10.0,16,4798.257237684642,35647148.23102541,-9652169.0,-79870.9539614107
1,64,ReLU,10,10.0,32,4183.096623193006,27411596.344860286,-7422230.0,-69618.27705321676
1,64,ReLU,10,10.0,64,2739.6959761400876,28328444.336499874,-7670485.0,-45561.59960233479
1,64,ReLU,10,10.0,128,2379.09855966816,8167551.447372489,-2211525.0,-39551.642661136
1,64,ReLU,10,10.0,256,4861.628193776376,36434888.104888596,-9865464.0,-80927.1365629396
1,64,ReLU,10,10.0,512,3955.867921427914,24346989.424460825,-6592427.5,-65831.13202379856
1,64,ReLU,10,1.0,16,85.14806965620524,11670.821578726405,-3159.10546875,-1319.1344942700873
1,64,ReLU,10,1.0,32,29.011348461710252,1245.820900092754,-336.33062744140625,-383.5224743618375
1,64,ReLU,10,1.0,64,35.522360323168705,1913.361487400385,-517.0804443359375,-492.03933871947845
1,64,ReLU,10,1.0,128,4.611077406164038,32.74217929372088,-7.865592002868652,23.14870989726603
1,64,ReLU,10,1.0,256,4.653318313560305,32.35524351065563,-7.760821342468262,22.44469477399491
1,64,ReLU,10,1.0,512,78.9891661036381,9643.245234191452,-2610.099365234375,-1216.4861017273017
1,64,ReLU,10,0.1,16,1.351490269456913,3.274311345665313,0.11341553926467896,77.47516217571811
1,64,ReLU,10,0.1,32,1.5947749788034047,4.1274691411986995,-0.11759376525878906,73.42041701994326
1,64,ReLU,10,0.1,64,1.6531870131585615,4.603802710187865,-0.24657058715820312,72.44688311402398
1,64,ReLU,10,0.1,128,1.4765888001620064,3.8260927607176747,-0.035990238189697266,75.39018666396656
1,64,ReLU,10,0.1,256,1.5557672089718757,3.894257245190702,-0.054447054862976074,74.0705465171354
1,64,ReLU,10,0.1,512,1.4589595826382333,3.549267546155677,0.038965582847595215,75.68400695602945
1,64,ReLU,10,0.01,16,1.7669541702977873,5.439843651559769,-0.472944974899292,70.55076382837021
1,64,ReLU,10,0.01,32,1.7648112193172705,5.487318346802105,-0.4857999086380005,70.58647967804549
1,64,ReLU,10,0.01,64,1.7815587848918095,5.536547335621446,-0.4991295337677002,70.30735358513651
1,64,ReLU,10,0.01,128,1.5789266319386221,4.657984756309704,-0.26124143600463867,73.6845561343563
1,64,ReLU,10,0.01,256,1.7340944732052779,5.295844014777466,-0.43395447731018066,71.09842544657869
1,64,ReLU,10,0.01,512,1.5788964897605544,4.5048928839394025,-0.2197887897491455,73.68505850399076
1,64,ReLU,10,0.001,16,2.863470461378072,11.751164008521542,-2.1818597316741943,52.27549231036546
1,64,ReLU,10,0.001,32,2.7522838203936604,10.895400449825736,-1.9501450061798096,54.128602993439
1,64,ReLU,10,0.001,64,2.8725585635865976,11.833143152701119,-2.204057455062866,52.124023940223374
1,64,ReLU,10,0.001,128,2.660785220704321,10.424395951671716,-1.8226110935211182,55.65357965492799
1,64,ReLU,10,0.001,256,2.699658129751753,10.558657239161963,-1.8589649200439453,55.00569783747078
1,64,ReLU,10,0.001,512,2.979920377474868,12.577031125871024,-2.4054794311523438,50.33466037541887
1,64,ReLU,10,0.0001,16,3.064407500832498,12.841022193022559,-2.4769601821899414,48.9265416527917
1,64,ReLU,10,0.0001,32,2.806334159783931,11.432103356020477,-2.0954678058624268,53.22776400360114
1,64,ReLU,10,0.0001,64,2.8015194895014552,11.380544833870912,-2.0815072059631348,53.30800850830908
1,64,ReLU,10,0.0001,128,2.9903821719911647,12.526200616490968,-2.391716241836548,50.16029713348058
1,64,ReLU,10,0.0001,256,2.7425259717918458,10.798057182247085,-1.9237873554229736,54.29123380346923
1,64,ReLU,10,0.0001,512,2.822843646494139,11.405682902879962,-2.0883138179779053,52.95260589176436
1,64,ReLU,25,10.0,16,5412.376009361682,42855437.40923392,-11603955.0,-90106.2668226947
1,64,ReLU,25,10.0,32,5041.317199598813,36704904.938340604,-9938578.0,-83921.95332664688
1,64,ReLU,25,10.0,64,5268.6859664646445,42689279.78753416,-11558965.0,-87711.43277441074
1,64,ReLU,25,10.0,128,4891.292236549071,35525443.89375471,-9619215.0,-81421.53727581786
1,64,ReLU,25,10.0,256,2222.641851610044,7573724.010240731,-2050734.25,-36944.0308601674
1,64,ReLU,25,10.0,512,430.53177131941413,291255.0156524456,-78862.046875,-7075.5295219902355
1,64,ReLU,25,1.0,16,37.433158225201545,2243.0210018491766,-606.3422241210938,-523.8859704200257
1,64,ReLU,25,1.0,32,65.00161337457932,6136.474628852565,-1660.5718994140625,-983.3602229096554
1,64,ReLU,25,1.0,64,48.66268747608149,3373.009480916265,-912.3089599609375,-711.0447912680248
1,64,ReLU,25,1.0,128,30.318117874452128,1351.0755733456244,-364.8304138183594,-405.30196457420215
1,64,ReLU,25,1.0,256,50.16945270105457,3820.5198261135033,-1033.481201171875,-736.1575450175761
1,64,ReLU,25,1.0,512,36.76306702002848,2280.648933667174,-616.53076171875,-512.7177836671414
1,64,ReLU,25,0.1,16,1.615430591095142,3.2611494590815306,0.11697936058044434,73.07615681508098
1,64,ReLU,25,0.1,32,1.5345925725380016,3.1109901976509318,0.15763795375823975,74.42345712436665
1,64,ReLU,25,0.1,64,1.553129571549436,2.9795001238365773,0.1932414174079895,74.11450714084273
1,64,ReLU,25,0.1,128,1.3513165748992992,2.97126267093193,0.19547200202941895,77.47805708501167
1,64,ReLU,25,0.1,256,1.592991401188199,3.1882090906980913,0.1367294192314148,73.45014331353002
1,64,ReLU,25,0.1,512,1.3906914688312133,2.833431522370358,0.23279237747192383,76.8218088528131
1,64,ReLU,25,0.01,16,1.6877243897875431,3.463269094250938,0.06225144863128662,71.87126017020762
1,64,ReLU,25,0.01,32,1.672160588398611,3.412104793113426,0.07610523700714111,72.13065686002315
1,64,ReLU,25,0.01,64,1.6732180628300277,3.3965640649385054,0.08031320571899414,72.11303228616622
1,64,ReLU,25,0.01,128,1.7269571805394852,3.4955456864563303,0.05351191759109497,71.2173803243419
1,64,ReLU,25,0.01,256,1.7004936691153416,3.495896711318232,0.05341684818267822,71.65843884807764
1,64,ReLU,25,0.01,512,1.678975182609637,3.443329157759169,0.06765055656433105,72.01708028983937
1,64,ReLU,25,0.001,16,2.5347174700265906,9.425601455268959,-1.5521681308746338,57.75470883289016
1,64,ReLU,25,0.001,32,2.6677867602248706,10.207666803726218,-1.7639274597167969,55.53688732958548
1,64,ReLU,25,0.001,64,2.717482580862781,10.584001838307497,-1.8658275604248047,54.70862365228699
1,64,ReLU,25,0.001,128,2.566796309876104,9.739705622593942,-1.6372177600860596,57.22006150206494
1,64,ReLU,25,0.001,256,2.506165480395299,9.353557246135578,-1.5326604843139648,58.230575326745026
1,64,ReLU,25,0.001,512,2.6773306770078467,10.470503460916314,-1.8350956439971924,55.37782204986923
1,64,ReLU,25,0.0001,16,2.7012809936406343,10.476418084728751,-1.8366968631744385,54.97865010598944
1,64,ReLU,25,0.0001,32,2.8963903689660113,11.827915744295657,-2.2026419639587402,51.7268271838998
1,64,ReLU,25,0.0001,64,2.8119667615217483,11.39316315426186,-2.08492374420166,53.13388730797086
1,64,ReLU,25,0.0001,128,2.762721774064832,11.034526802441114,-1.9878160953521729,53.954637098919456
1,64,ReLU,25,0.0001,256,2.9822070076797447,12.472859708232432,-2.3772730827331543,50.29654987200425
1,64,ReLU,25,0.0001,512,2.9687770553038897,12.541107359613562,-2.395752429962158,50.52038241160184
1,64,ReLU,50,10.0,16,2315.697864505416,8225735.285470474,-2227279.25,-38494.9644084236
1,64,ReLU,50,10.0,32,764.5880520507235,902610.4686080546,-244398.609375,-12643.13420084539
1,64,ReLU,50,10.0,64,2422.1067290159544,8573458.915244972,-2321432.5,-40268.445483599244
1,64,ReLU,50,10.0,128,87.48547709580009,12186.817830501448,-3298.82177734375,-1358.0912849300014
1,64,ReLU,50,10.0,256,2000.2282387776295,5913529.880489987,-1601204.0,-33237.13731296049
1,64,ReLU,50,10.0,512,1680.4614127589737,4381146.86240488,-1186281.125,-27907.690212649562
1,64,ReLU,50,1.0,16,6.2153623763551105,64.41318097541449,-16.441143035888672,-3.5893729392518336
1,64,ReLU,50,1.0,32,4.953745353870076,36.48004825917329,-8.877694129943848,17.43757743549873
1,64,ReLU,50,1.0,64,9.627958045783618,137.19925657635068,-36.149410247802734,-60.465967429726966
1,64,ReLU,50,1.0,128,21.808126291766516,730.8695891938829,-196.8973846435547,-263.46877152944194
1,64,ReLU,50,1.0,256,18.380435877657952,510.45323845886696,-137.21530151367188,-206.34059796096585
1,64,ReLU,50,1.0,512,17.843036386701797,471.6265452295481,-126.70219421386719,-197.3839397783633
1,64,ReLU,50,0.1,16,1.3951237525782123,2.729565292396993,0.26091623306274414,76.74793745702979
1,64,ReLU,50,0.1,32,1.3849053936647184,2.7244151320101726,0.26231080293655396,76.91824343892137
1,64,ReLU,50,0.1,64,1.380404526107982,2.742778225916761,0.25733864307403564,76.9932578982003
1,64,ReLU,50,0.1,128,1.367865177474687,2.718575186085675,0.2638920545578003,77.20224704208854
1,64,ReLU,50,0.1,256,1.4092045495414283,2.771411951350242,0.24958544969558716,76.51325750764286
1,64,ReLU,50,0.1,512,1.400987376276201,2.747333351699551,0.2561051845550537,76.65021039539664
1,64,ReLU,50,0.01,16,1.3431236308517185,2.697162315652163,0.26969003677368164,77.61460615247135
1,64,ReLU,50,0.01,32,1.3441748634579616,2.696946777298541,0.26974838972091675,77.59708560903398
1,64,ReLU,50,0.01,64,1.3637338190495827,2.727481860578157,0.2614803910255432,77.2711030158403
1,64,ReLU,50,0.01,128,1.339079269773853,2.684825147132629,0.2730306386947632,77.68201217043578
1,64,ReLU,50,0.01,256,1.3512516542036201,2.7072943755786016,0.26694655418395996,77.47913909660633
1,64,ReLU,50,0.01,512,1.3315258462941957,2.687292130916406,0.2723626494407654,77.80790256176341
1,64,ReLU,50,0.001,16,2.062835610804124,6.872694671461841,-0.8609179258346558,65.61940648659794
1,64,ReLU,50,0.001,32,2.3403826141707933,8.199037642648712,-1.2200512886047363,60.99362309715344
1,64,ReLU,50,0.001,64,2.0479582402300327,6.798119068920083,-0.8407250642776489,65.86736266283279
1,64,ReLU,50,0.001,128,2.1589407302773873,7.420324218908074,-1.009199619293213,64.01765449537689
1,64,ReLU,50,0.001,256,2.397936516056106,8.486627836998126,-1.297922134399414,60.0343913990649
1,64,ReLU,50,0.001,512,2.430040973086729,8.59602942497007,-1.3275446891784668,59.49931711522118
1,64,ReLU,50,0.0001,16,2.7174912287058843,10.791287694457093,-1.9219543933868408,54.708479521568584
1,64,ReLU,50,0.0001,32,2.8369268694051475,11.64729182694874,-2.1537344455718994,52.71788550991421
1,64,ReLU,50,0.0001,64,3.0080427806075867,12.516696063490603,-2.3891427516937256,49.86595365654022
1,64,ReLU,50,0.0001,128,2.7892406194979418,11.258783784413477,-2.0485382080078125,53.51265634170097
1,64,ReLU,50,0.0001,256,2.804849163604896,11.296814340097168,-2.058835506439209,53.25251393991841
1,64,ReLU,50,0.0001,512,2.9612932131266834,12.40400504509772,-2.3586297035217285,50.645113114555286
1,64,ReLU,100,10.0,16,67.41830019804321,7055.237607075177,-1909.344970703125,-1023.6383366340535
1,64,ReLU,100,10.0,32,3522.7051577579327,17687242.22402126,-4789169.0,-58611.752629298884
1,64,ReLU,100,10.0,64,14.169937679389971,293.65804122061553,-78.51371002197266,-136.16562798983284
1,64,ReLU,100,10.0,128,167.65744516359155,43250.18331886602,-11709.841796875,-2694.290752726526
1,64,ReLU,100,10.0,256,476.32579607321014,330137.00796606566,-89390.125,-7838.763267886836
1,64,ReLU,100,10.0,512,43.381686018995644,3292.7063816386685,-890.5652465820312,-623.0281003165941
1,64,ReLU,100,1.0,16,1.6499696364075862,4.099024177662222,-0.10989177227020264,72.50050605987357
1,64,ReLU,100,1.0,32,3.603443483934335,24.773171423318566,-5.707825183868408,39.94260860109442
1,64,ReLU,100,1.0,64,1.4173842335987317,3.330263567712287,0.09826540946960449,76.37692944002113
1,64,ReLU,100,1.0,128,26.92865721891958,1100.9816923334274,-297.112548828125,-348.8109536486596
1,64,ReLU,100,1.0,256,1.6382859717024134,4.317500656661688,-0.16904854774475098,72.69523380495977
1,64,ReLU,100,1.0,512,1.403722942861823,3.0418788643762413,0.1763511300086975,76.60461761896961
1,64,ReLU,100,0.1,16,1.3821486030346395,2.722343997959947,0.26287156343460083,76.96418994942267
1,64,ReLU,100,0.1,32,1.3827471314592565,2.722764219610326,0.2627578377723694,76.95421447567907
