layers,neurons,activation,epochs,lr,batch_size,accuracy
2,32,Tanh,25,0.01,512,0.7612293144208038
2,32,Tanh,25,0.001,16,0.43498817966903075
2,32,Tanh,25,0.001,32,0.3971631205673759
2,32,Tanh,25,0.001,64,0.4373522458628842
2,32,Tanh,25,0.001,128,0.4515366430260047
2,32,Tanh,25,0.001,256,0.41134751773049644
2,32,Tanh,25,0.001,512,0.48936170212765956
2,32,Tanh,25,0.0001,16,0.18439716312056736
2,32,Tanh,25,0.0001,32,0.28841607565011823
2,32,Tanh,25,0.0001,64,0.1867612293144208
2,32,Tanh,25,0.0001,128,0.23167848699763594
2,32,Tanh,25,0.0001,256,0.11583924349881797
2,32,Tanh,25,0.0001,512,0.2647754137115839
2,32,Tanh,50,10.0,16,0.6501182033096927
2,32,Tanh,50,10.0,32,0.6832151300236406
2,32,Tanh,50,10.0,64,0.640661938534279
2,32,Tanh,50,10.0,128,0.6855791962174941
2,32,Tanh,50,10.0,256,0.6501182033096927
2,32,Tanh,50,10.0,512,0.6643026004728132
2,32,Tanh,50,1.0,16,0.7423167848699763
2,32,Tanh,50,1.0,32,0.7683215130023641
2,32,Tanh,50,1.0,64,0.7494089834515366
2,32,Tanh,50,1.0,128,0.7683215130023641
2,32,Tanh,50,1.0,256,0.7966903073286052
2,32,Tanh,50,1.0,512,0.7423167848699763
2,32,Tanh,50,0.1,16,0.9432624113475178
2,32,Tanh,50,0.1,32,0.9479905437352246
2,32,Tanh,50,0.1,64,0.950354609929078
2,32,Tanh,50,0.1,128,0.9527186761229315
2,32,Tanh,50,0.1,256,0.9527186761229315
2,32,Tanh,50,0.1,512,0.9456264775413712
2,32,Tanh,50,0.01,16,0.9030732860520094
2,32,Tanh,50,0.01,32,0.9361702127659575
2,32,Tanh,50,0.01,64,0.9243498817966903
2,32,Tanh,50,0.01,128,0.9408983451536643
2,32,Tanh,50,0.01,256,0.9030732860520094
2,32,Tanh,50,0.01,512,0.9078014184397163
2,32,Tanh,50,0.001,16,0.541371158392435
2,32,Tanh,50,0.001,32,0.5721040189125296
2,32,Tanh,50,0.001,64,0.524822695035461
2,32,Tanh,50,0.001,128,0.5555555555555556
2,32,Tanh,50,0.001,256,0.5437352245862884
2,32,Tanh,50,0.001,512,0.5673758865248227
2,32,Tanh,50,0.0001,16,0.13711583924349882
2,32,Tanh,50,0.0001,32,0.2907801418439716
2,32,Tanh,50,0.0001,64,0.28132387706855794
2,32,Tanh,50,0.0001,128,0.16784869976359337
2,32,Tanh,50,0.0001,256,0.3380614657210402
2,32,Tanh,50,0.0001,512,0.2033096926713948
2,32,Tanh,100,10.0,16,0.7186761229314421
2,32,Tanh,100,10.0,32,0.7754137115839244
2,32,Tanh,100,10.0,64,0.7115839243498818
2,32,Tanh,100,10.0,128,0.7021276595744681
2,32,Tanh,100,10.0,256,0.6903073286052009
2,32,Tanh,100,10.0,512,0.6382978723404256
2,32,Tanh,100,1.0,16,0.8014184397163121
2,32,Tanh,100,1.0,32,0.7612293144208038
2,32,Tanh,100,1.0,64,0.7565011820330969
2,32,Tanh,100,1.0,128,0.8108747044917257
2,32,Tanh,100,1.0,256,0.8014184397163121
2,32,Tanh,100,1.0,512,0.7730496453900709
2,32,Tanh,100,0.1,16,0.9385342789598109
2,32,Tanh,100,0.1,32,0.9598108747044918
2,32,Tanh,100,0.1,64,0.9621749408983451
2,32,Tanh,100,0.1,128,0.9621749408983451
2,32,Tanh,100,0.1,256,0.9527186761229315
2,32,Tanh,100,0.1,512,0.9598108747044918
2,32,Tanh,100,0.01,16,0.9550827423167849
2,32,Tanh,100,0.01,32,0.9598108747044918
2,32,Tanh,100,0.01,64,0.9574468085106383
2,32,Tanh,100,0.01,128,0.9574468085106383
2,32,Tanh,100,0.01,256,0.9598108747044918
2,32,Tanh,100,0.01,512,0.9763593380614657
2,32,Tanh,100,0.001,16,0.6832151300236406
2,32,Tanh,100,0.001,32,0.6477541371158393
2,32,Tanh,100,0.001,64,0.624113475177305
2,32,Tanh,100,0.001,128,0.6572104018912529
2,32,Tanh,100,0.001,256,0.6595744680851063
2,32,Tanh,100,0.001,512,0.6808510638297872
2,32,Tanh,100,0.0001,16,0.26713947990543735
2,32,Tanh,100,0.0001,32,0.31678486997635935
2,32,Tanh,100,0.0001,64,0.39952718676122934
2,32,Tanh,100,0.0001,128,0.42080378250591016
2,32,Tanh,100,0.0001,256,0.3404255319148936
2,32,Tanh,100,0.0001,512,0.23167848699763594
2,32,Tanh,250,10.0,16,0.7399527186761229
2,32,Tanh,250,10.0,32,0.7470449172576832
2,32,Tanh,250,10.0,64,0.7257683215130024
2,32,Tanh,250,10.0,128,0.7021276595744681
2,32,Tanh,250,10.0,256,0.7541371158392435
2,32,Tanh,250,10.0,512,0.6950354609929078
2,32,Tanh,250,1.0,16,0.7825059101654847
2,32,Tanh,250,1.0,32,0.8014184397163121
2,32,Tanh,250,1.0,64,0.8203309692671394
2,32,Tanh,250,1.0,128,0.7777777777777778
2,32,Tanh,250,1.0,256,0.7754137115839244
2,32,Tanh,250,1.0,512,0.7683215130023641
2,32,Tanh,250,0.1,16,0.9550827423167849
2,32,Tanh,250,0.1,32,0.950354609929078
2,32,Tanh,250,0.1,64,0.9361702127659575
2,32,Tanh,250,0.1,128,0.9550827423167849
2,32,Tanh,250,0.1,256,0.950354609929078
2,32,Tanh,250,0.1,512,0.9385342789598109
2,32,Tanh,250,0.01,16,0.9550827423167849
2,32,Tanh,250,0.01,32,0.9645390070921985
2,32,Tanh,250,0.01,64,0.9598108747044918
2,32,Tanh,250,0.01,128,0.9550827423167849
2,32,Tanh,250,0.01,256,0.9621749408983451
2,32,Tanh,250,0.01,512,0.9550827423167849
2,32,Tanh,250,0.001,16,0.8581560283687943
2,32,Tanh,250,0.001,32,0.8557919621749409
2,32,Tanh,250,0.001,64,0.8392434988179669
2,32,Tanh,250,0.001,128,0.8321513002364066
2,32,Tanh,250,0.001,256,0.8439716312056738
2,32,Tanh,250,0.001,512,0.8605200945626478
2,32,Tanh,250,0.0001,16,0.3829787234042553
2,32,Tanh,250,0.0001,32,0.4397163120567376
2,32,Tanh,250,0.0001,64,0.48226950354609927
2,32,Tanh,250,0.0001,128,0.46808510638297873
2,32,Tanh,250,0.0001,256,0.46099290780141844
2,32,Tanh,250,0.0001,512,0.41134751773049644
2,64,Sigmoid,1,10.0,16,0.1182033096926714
2,64,Sigmoid,1,10.0,32,0.12529550827423167
2,64,Sigmoid,1,10.0,64,0.14657210401891252
2,64,Sigmoid,1,10.0,128,0.13238770685579196
2,64,Sigmoid,1,10.0,256,0.13238770685579196
2,64,Sigmoid,1,10.0,512,0.18203309692671396
2,64,Sigmoid,1,1.0,16,0.13711583924349882
2,64,Sigmoid,1,1.0,32,0.22695035460992907
2,64,Sigmoid,1,1.0,64,0.13711583924349882
2,64,Sigmoid,1,1.0,128,0.2293144208037825
2,64,Sigmoid,1,1.0,256,0.13238770685579196
2,64,Sigmoid,1,1.0,512,0.18439716312056736
2,64,Sigmoid,1,0.1,16,0.13238770685579196
2,64,Sigmoid,1,0.1,32,0.18439716312056736
2,64,Sigmoid,1,0.1,64,0.1182033096926714
2,64,Sigmoid,1,0.1,128,0.18203309692671396
2,64,Sigmoid,1,0.1,256,0.2198581560283688
2,64,Sigmoid,1,0.1,512,0.18439716312056736
2,64,Sigmoid,1,0.01,16,0.18439716312056736
2,64,Sigmoid,1,0.01,32,0.21513002364066194
2,64,Sigmoid,1,0.01,64,0.1607565011820331
2,64,Sigmoid,1,0.01,128,0.14893617021276595
2,64,Sigmoid,1,0.01,256,0.14893617021276595
2,64,Sigmoid,1,0.01,512,0.24822695035460993
2,64,Sigmoid,1,0.001,16,0.13002364066193853
2,64,Sigmoid,1,0.001,32,0.16784869976359337
2,64,Sigmoid,1,0.001,64,0.14184397163120568
2,64,Sigmoid,1,0.001,128,0.19621749408983452
2,64,Sigmoid,1,0.001,256,0.15602836879432624
2,64,Sigmoid,1,0.001,512,0.15839243498817968
2,64,Sigmoid,1,0.0001,16,0.18203309692671396
2,64,Sigmoid,1,0.0001,32,0.1276595744680851
2,64,Sigmoid,1,0.0001,64,0.13711583924349882
2,64,Sigmoid,1,0.0001,128,0.13238770685579196
2,64,Sigmoid,1,0.0001,256,0.14657210401891252
2,64,Sigmoid,1,0.0001,512,0.19148936170212766
2,64,Sigmoid,10,10.0,16,0.3191489361702128
2,64,Sigmoid,10,10.0,32,0.42080378250591016
2,64,Sigmoid,10,10.0,64,0.3309692671394799
2,64,Sigmoid,10,10.0,128,0.35224586288416077
2,64,Sigmoid,10,10.0,256,0.408983451536643
2,64,Sigmoid,10,10.0,512,0.4066193853427896
2,64,Sigmoid,10,1.0,16,0.4397163120567376
2,64,Sigmoid,10,1.0,32,0.3735224586288416
2,64,Sigmoid,10,1.0,64,0.2907801418439716
2,64,Sigmoid,10,1.0,128,0.36879432624113473
2,64,Sigmoid,10,1.0,256,0.3475177304964539
2,64,Sigmoid,10,1.0,512,0.34515366430260047
2,64,Sigmoid,10,0.1,16,0.3640661938534279
2,64,Sigmoid,10,0.1,32,0.23167848699763594
2,64,Sigmoid,10,0.1,64,0.17257683215130024
2,64,Sigmoid,10,0.1,128,0.3309692671394799
2,64,Sigmoid,10,0.1,256,0.3144208037825059
2,64,Sigmoid,10,0.1,512,0.2789598108747045
2,64,Sigmoid,10,0.01,16,0.5200945626477541
2,64,Sigmoid,10,0.01,32,0.5130023640661938
2,64,Sigmoid,10,0.01,64,0.541371158392435
2,64,Sigmoid,10,0.01,128,0.4988179669030733
2,64,Sigmoid,10,0.01,256,0.48936170212765956
2,64,Sigmoid,10,0.01,512,0.5390070921985816
2,64,Sigmoid,10,0.001,16,0.21513002364066194
2,64,Sigmoid,10,0.001,32,0.19148936170212766
2,64,Sigmoid,10,0.001,64,0.18439716312056736
2,64,Sigmoid,10,0.001,128,0.3215130023640662
2,64,Sigmoid,10,0.001,256,0.3262411347517731
2,64,Sigmoid,10,0.001,512,0.31678486997635935
2,64,Sigmoid,10,0.0001,16,0.14184397163120568
2,64,Sigmoid,10,0.0001,32,0.0851063829787234
2,64,Sigmoid,10,0.0001,64,0.1773049645390071
2,64,Sigmoid,10,0.0001,128,0.1347517730496454
2,64,Sigmoid,10,0.0001,256,0.2127659574468085
2,64,Sigmoid,10,0.0001,512,0.1276595744680851
2,64,Sigmoid,25,10.0,16,0.574468085106383
2,64,Sigmoid,25,10.0,32,0.44208037825059104
2,64,Sigmoid,25,10.0,64,0.5862884160756501
2,64,Sigmoid,25,10.0,128,0.5319148936170213
2,64,Sigmoid,25,10.0,256,0.47754137115839246
2,64,Sigmoid,25,10.0,512,0.5224586288416075
2,64,Sigmoid,25,1.0,16,0.557919621749409
2,64,Sigmoid,25,1.0,32,0.5342789598108747
2,64,Sigmoid,25,1.0,64,0.4940898345153664
2,64,Sigmoid,25,1.0,128,0.48936170212765956
2,64,Sigmoid,25,1.0,256,0.541371158392435
2,64,Sigmoid,25,1.0,512,0.6193853427895981
2,64,Sigmoid,25,0.1,16,0.5153664302600472
2,64,Sigmoid,25,0.1,32,0.5650118203309693
2,64,Sigmoid,25,0.1,64,0.5484633569739953
2,64,Sigmoid,25,0.1,128,0.5886524822695035
2,64,Sigmoid,25,0.1,256,0.5862884160756501
2,64,Sigmoid,25,0.1,512,0.5153664302600472
2,64,Sigmoid,25,0.01,16,0.6973995271867612
2,64,Sigmoid,25,0.01,32,0.6973995271867612
2,64,Sigmoid,25,0.01,64,0.7139479905437353
2,64,Sigmoid,25,0.01,128,0.7044917257683215
2,64,Sigmoid,25,0.01,256,0.6997635933806147
2,64,Sigmoid,25,0.01,512,0.7210401891252955
2,64,Sigmoid,25,0.001,16,0.48699763593380613
2,64,Sigmoid,25,0.001,32,0.4302600472813239
2,64,Sigmoid,25,0.001,64,0.5106382978723404
2,64,Sigmoid,25,0.001,128,0.42789598108747046
2,64,Sigmoid,25,0.001,256,0.47044917257683216
2,64,Sigmoid,25,0.001,512,0.42080378250591016
2,64,Sigmoid,25,0.0001,16,0.14184397163120568
2,64,Sigmoid,25,0.0001,32,0.19858156028368795
2,64,Sigmoid,25,0.0001,64,0.19148936170212766
2,64,Sigmoid,25,0.0001,128,0.28841607565011823
2,64,Sigmoid,25,0.0001,256,0.20567375886524822
2,64,Sigmoid,25,0.0001,512,0.1938534278959811
2,64,Sigmoid,50,10.0,16,0.5059101654846335
2,64,Sigmoid,50,10.0,32,0.6950354609929078
2,64,Sigmoid,50,10.0,64,0.6217494089834515
2,64,Sigmoid,50,10.0,128,0.6288416075650118
2,64,Sigmoid,50,10.0,256,0.6524822695035462
2,64,Sigmoid,50,10.0,512,0.5721040189125296
2,64,Sigmoid,50,1.0,16,0.5390070921985816
2,64,Sigmoid,50,1.0,32,0.8085106382978723
2,64,Sigmoid,50,1.0,64,0.6619385342789598
2,64,Sigmoid,50,1.0,128,0.6690307328605201
2,64,Sigmoid,50,1.0,256,0.7021276595744681
2,64,Sigmoid,50,1.0,512,0.7115839243498818
2,64,Sigmoid,50,0.1,16,0.8439716312056738
2,64,Sigmoid,50,0.1,32,0.8699763593380615
2,64,Sigmoid,50,0.1,64,0.8108747044917257
2,64,Sigmoid,50,0.1,128,0.8014184397163121
2,64,Sigmoid,50,0.1,256,0.7659574468085106
2,64,Sigmoid,50,0.1,512,0.8132387706855791
2,64,Sigmoid,50,0.01,16,0.9219858156028369
2,64,Sigmoid,50,0.01,32,0.9267139479905437
2,64,Sigmoid,50,0.01,64,0.9290780141843972
2,64,Sigmoid,50,0.01,128,0.933806146572104
2,64,Sigmoid,50,0.01,256,0.9267139479905437
2,64,Sigmoid,50,0.01,512,0.9267139479905437
2,64,Sigmoid,50,0.001,16,0.5271867612293144
2,64,Sigmoid,50,0.001,32,0.557919621749409
2,64,Sigmoid,50,0.001,64,0.5484633569739953
2,64,Sigmoid,50,0.001,128,0.5437352245862884
2,64,Sigmoid,50,0.001,256,0.5460992907801419
2,64,Sigmoid,50,0.001,512,0.5673758865248227
2,64,Sigmoid,50,0.0001,16,0.3215130023640662
2,64,Sigmoid,50,0.0001,32,0.30023640661938533
2,64,Sigmoid,50,0.0001,64,0.18439716312056736
2,64,Sigmoid,50,0.0001,128,0.26713947990543735
2,64,Sigmoid,50,0.0001,256,0.25059101654846333
2,64,Sigmoid,50,0.0001,512,0.20094562647754138
2,64,Sigmoid,100,10.0,16,0.706855791962175
2,64,Sigmoid,100,10.0,32,0.7115839243498818
2,64,Sigmoid,100,10.0,64,0.6524822695035462
2,64,Sigmoid,100,10.0,128,0.7730496453900709
2,64,Sigmoid,100,10.0,256,0.6382978723404256
2,64,Sigmoid,100,10.0,512,0.6855791962174941
2,64,Sigmoid,100,1.0,16,0.7919621749408984
2,64,Sigmoid,100,1.0,32,0.6903073286052009
2,64,Sigmoid,100,1.0,64,0.7659574468085106
2,64,Sigmoid,100,1.0,128,0.7683215130023641
2,64,Sigmoid,100,1.0,256,0.8085106382978723
2,64,Sigmoid,100,1.0,512,0.7635933806146572
2,64,Sigmoid,100,0.1,16,0.9385342789598109
2,64,Sigmoid,100,0.1,32,0.9314420803782506
2,64,Sigmoid,100,0.1,64,0.91725768321513
2,64,Sigmoid,100,0.1,128,0.9408983451536643
2,64,Sigmoid,100,0.1,256,0.9479905437352246
2,64,Sigmoid,100,0.1,512,0.9432624113475178
2,64,Sigmoid,100,0.01,16,0.9645390070921985
2,64,Sigmoid,100,0.01,32,0.9716312056737588
2,64,Sigmoid,100,0.01,64,0.9645390070921985
2,64,Sigmoid,100,0.01,128,0.966903073286052
2,64,Sigmoid,100,0.01,256,0.9621749408983451
2,64,Sigmoid,100,0.01,512,0.9621749408983451
2,64,Sigmoid,100,0.001,16,0.6501182033096927
2,64,Sigmoid,100,0.001,32,0.6619385342789598
2,64,Sigmoid,100,0.001,64,0.6477541371158393
2,64,Sigmoid,100,0.001,128,0.6784869976359338
2,64,Sigmoid,100,0.001,256,0.6690307328605201
2,64,Sigmoid,100,0.001,512,0.6903073286052009
2,64,Sigmoid,100,0.0001,16,0.3404255319148936
2,64,Sigmoid,100,0.0001,32,0.35933806146572106
2,64,Sigmoid,100,0.0001,64,0.30023640661938533
2,64,Sigmoid,100,0.0001,128,0.3262411347517731
2,64,Sigmoid,100,0.0001,256,0.2907801418439716
2,64,Sigmoid,100,0.0001,512,0.3404255319148936
2,64,Sigmoid,250,10.0,16,0.7163120567375887
2,64,Sigmoid,250,10.0,32,0.7588652482269503
2,64,Sigmoid,250,10.0,64,0.7754137115839244
2,64,Sigmoid,250,10.0,128,0.7044917257683215
2,64,Sigmoid,250,10.0,256,0.7257683215130024
2,64,Sigmoid,250,10.0,512,0.7139479905437353
2,64,Sigmoid,250,1.0,16,0.8203309692671394
2,64,Sigmoid,250,1.0,32,0.8392434988179669
2,64,Sigmoid,250,1.0,64,0.7777777777777778
2,64,Sigmoid,250,1.0,128,0.817966903073286
2,64,Sigmoid,250,1.0,256,0.7990543735224587
2,64,Sigmoid,250,1.0,512,0.7919621749408984
2,64,Sigmoid,250,0.1,16,0.950354609929078
2,64,Sigmoid,250,0.1,32,0.9385342789598109
2,64,Sigmoid,250,0.1,64,0.9550827423167849
2,64,Sigmoid,250,0.1,128,0.9574468085106383
2,64,Sigmoid,250,0.1,256,0.9267139479905437
2,64,Sigmoid,250,0.1,512,0.9361702127659575
2,64,Sigmoid,250,0.01,16,0.9598108747044918
2,64,Sigmoid,250,0.01,32,0.950354609929078
2,64,Sigmoid,250,0.01,64,0.9550827423167849
2,64,Sigmoid,250,0.01,128,0.9574468085106383
2,64,Sigmoid,250,0.01,256,0.9692671394799054
2,64,Sigmoid,250,0.01,512,0.950354609929078
2,64,Sigmoid,250,0.001,16,0.8817966903073287
2,64,Sigmoid,250,0.001,32,0.8770685579196218
2,64,Sigmoid,250,0.001,64,0.8747044917257684
2,64,Sigmoid,250,0.001,128,0.8747044917257684
2,64,Sigmoid,250,0.001,256,0.8723404255319149
2,64,Sigmoid,250,0.001,512,0.8817966903073287
2,64,Sigmoid,250,0.0001,16,0.4373522458628842
2,64,Sigmoid,250,0.0001,32,0.491725768321513
2,64,Sigmoid,250,0.0001,64,0.4799054373522459
2,64,Sigmoid,250,0.0001,128,0.475177304964539
2,64,Sigmoid,250,0.0001,256,0.49645390070921985
2,64,Sigmoid,250,0.0001,512,0.47044917257683216
2,64,Softmax,1,10.0,16,0.1182033096926714
2,64,Softmax,1,10.0,32,0.14657210401891252
2,64,Softmax,1,10.0,64,0.15602836879432624
2,64,Softmax,1,10.0,128,0.14420803782505912
2,64,Softmax,1,10.0,256,0.09692671394799054
2,64,Softmax,1,10.0,512,0.12056737588652482
2,64,Softmax,1,1.0,16,0.18203309692671396
2,64,Softmax,1,1.0,32,0.18203309692671396
2,64,Softmax,1,1.0,64,0.29314420803782504
2,64,Softmax,1,1.0,128,0.15839243498817968
2,64,Softmax,1,1.0,256,0.18439716312056736
2,64,Softmax,1,1.0,512,0.13238770685579196
2,64,Softmax,1,0.1,16,0.2647754137115839
2,64,Softmax,1,0.1,32,0.18439716312056736
2,64,Softmax,1,0.1,64,0.18439716312056736
2,64,Softmax,1,0.1,128,0.18439716312056736
2,64,Softmax,1,0.1,256,0.18439716312056736
2,64,Softmax,1,0.1,512,0.18439716312056736
2,64,Softmax,1,0.01,16,0.18439716312056736
2,64,Softmax,1,0.01,32,0.18439716312056736
2,64,Softmax,1,0.01,64,0.1182033096926714
2,64,Softmax,1,0.01,128,0.20567375886524822
2,64,Softmax,1,0.01,256,0.18439716312056736
2,64,Softmax,1,0.01,512,0.25059101654846333
2,64,Softmax,1,0.001,16,0.18439716312056736
2,64,Softmax,1,0.001,32,0.14657210401891252
2,64,Softmax,1,0.001,64,0.13238770685579196
2,64,Softmax,1,0.001,128,0.14893617021276595
2,64,Softmax,1,0.001,256,0.18439716312056736
2,64,Softmax,1,0.001,512,0.18439716312056736
2,64,Softmax,1,0.0001,16,0.20094562647754138
2,64,Softmax,1,0.0001,32,0.18439716312056736
2,64,Softmax,1,0.0001,64,0.1276595744680851
2,64,Softmax,1,0.0001,128,0.13238770685579196
2,64,Softmax,1,0.0001,256,0.14893617021276595
2,64,Softmax,1,0.0001,512,0.1536643026004728
2,64,Softmax,10,10.0,16,0.39243498817966904
2,64,Softmax,10,10.0,32,0.2458628841607565
2,64,Softmax,10,10.0,64,0.34988179669030733
2,64,Softmax,10,10.0,128,0.31678486997635935
2,64,Softmax,10,10.0,256,0.3333333333333333
2,64,Softmax,10,10.0,512,0.3735224586288416
2,64,Softmax,10,1.0,16,0.3640661938534279
2,64,Softmax,10,1.0,32,0.35933806146572106
2,64,Softmax,10,1.0,64,0.41843971631205673
2,64,Softmax,10,1.0,128,0.4231678486997636
2,64,Softmax,10,1.0,256,0.4231678486997636
2,64,Softmax,10,1.0,512,0.375886524822695
2,64,Softmax,10,0.1,16,0.6643026004728132
2,64,Softmax,10,0.1,32,0.6595744680851063
2,64,Softmax,10,0.1,64,0.5957446808510638
2,64,Softmax,10,0.1,128,0.6430260047281324
2,64,Softmax,10,0.1,256,0.6595744680851063
2,64,Softmax,10,0.1,512,0.6595744680851063
2,64,Softmax,10,0.01,16,0.4562647754137116
2,64,Softmax,10,0.01,32,0.39243498817966904
2,64,Softmax,10,0.01,64,0.41134751773049644
2,64,Softmax,10,0.01,128,0.4515366430260047
2,64,Softmax,10,0.01,256,0.4846335697399527
2,64,Softmax,10,0.01,512,0.3877068557919622
2,64,Softmax,10,0.001,16,0.18439716312056736
2,64,Softmax,10,0.001,32,0.18439716312056736
2,64,Softmax,10,0.001,64,0.18439716312056736
2,64,Softmax,10,0.001,128,0.2127659574468085
2,64,Softmax,10,0.001,256,0.18439716312056736
2,64,Softmax,10,0.001,512,0.18439716312056736
2,64,Softmax,10,0.0001,16,0.13238770685579196
2,64,Softmax,10,0.0001,32,0.16312056737588654
2,64,Softmax,10,0.0001,64,0.13238770685579196
2,64,Softmax,10,0.0001,128,0.15130023640661938
2,64,Softmax,10,0.0001,256,0.13238770685579196
2,64,Softmax,10,0.0001,512,0.13711583924349882
2,64,Softmax,25,10.0,16,0.42789598108747046
2,64,Softmax,25,10.0,32,0.3971631205673759
2,64,Softmax,25,10.0,64,0.48699763593380613
2,64,Softmax,25,10.0,128,0.3617021276595745
2,64,Softmax,25,10.0,256,0.34278959810874704
2,64,Softmax,25,10.0,512,0.40425531914893614
2,64,Softmax,25,1.0,16,0.5035460992907801
2,64,Softmax,25,1.0,32,0.5130023640661938
2,64,Softmax,25,1.0,64,0.5342789598108747
2,64,Softmax,25,1.0,128,0.4846335697399527
2,64,Softmax,25,1.0,256,0.4515366430260047
2,64,Softmax,25,1.0,512,0.45390070921985815
2,64,Softmax,25,0.1,16,0.8699763593380615
2,64,Softmax,25,0.1,32,0.8463356973995272
2,64,Softmax,25,0.1,64,0.8368794326241135
2,64,Softmax,25,0.1,128,0.851063829787234
2,64,Softmax,25,0.1,256,0.8321513002364066
2,64,Softmax,25,0.1,512,0.8486997635933806
2,64,Softmax,25,0.01,16,0.5791962174940898
2,64,Softmax,25,0.01,32,0.5791962174940898
2,64,Softmax,25,0.01,64,0.624113475177305
2,64,Softmax,25,0.01,128,0.5602836879432624
2,64,Softmax,25,0.01,256,0.5697399527186762
2,64,Softmax,25,0.01,512,0.5366430260047281
2,64,Softmax,25,0.001,16,0.18439716312056736
2,64,Softmax,25,0.001,32,0.2222222222222222
2,64,Softmax,25,0.001,64,0.18439716312056736
2,64,Softmax,25,0.001,128,0.18439716312056736
2,64,Softmax,25,0.001,256,0.18439716312056736
2,64,Softmax,25,0.001,512,0.24822695035460993
2,64,Softmax,25,0.0001,16,0.14893617021276595
2,64,Softmax,25,0.0001,32,0.18439716312056736
2,64,Softmax,25,0.0001,64,0.18439716312056736
2,64,Softmax,25,0.0001,128,0.18439716312056736
2,64,Softmax,25,0.0001,256,0.13711583924349882
2,64,Softmax,25,0.0001,512,0.18439716312056736
2,64,Softmax,50,10.0,16,0.41843971631205673
2,64,Softmax,50,10.0,32,0.45390070921985815
2,64,Softmax,50,10.0,64,0.48226950354609927
2,64,Softmax,50,10.0,128,0.3735224586288416
2,64,Softmax,50,10.0,256,0.5153664302600472
2,64,Softmax,50,10.0,512,0.3971631205673759
2,64,Softmax,50,1.0,16,0.46808510638297873
2,64,Softmax,50,1.0,32,0.458628841607565
2,64,Softmax,50,1.0,64,0.46335697399527187
2,64,Softmax,50,1.0,128,0.541371158392435
2,64,Softmax,50,1.0,256,0.5200945626477541
2,64,Softmax,50,1.0,512,0.4373522458628842
2,64,Softmax,50,0.1,16,0.8983451536643026
2,64,Softmax,50,0.1,32,0.8699763593380615
2,64,Softmax,50,0.1,64,0.91725768321513
2,64,Softmax,50,0.1,128,0.8557919621749409
2,64,Softmax,50,0.1,256,0.900709219858156
2,64,Softmax,50,0.1,512,0.8983451536643026
2,64,Softmax,50,0.01,16,0.75177304964539
2,64,Softmax,50,0.01,32,0.7777777777777778
2,64,Softmax,50,0.01,64,0.7990543735224587
2,64,Softmax,50,0.01,128,0.7706855791962175
2,64,Softmax,50,0.01,256,0.735224586288416
2,64,Softmax,50,0.01,512,0.7706855791962175
2,64,Softmax,50,0.001,16,0.3262411347517731
2,64,Softmax,50,0.001,32,0.35224586288416077
2,64,Softmax,50,0.001,64,0.34278959810874704
2,64,Softmax,50,0.001,128,0.32860520094562645
2,64,Softmax,50,0.001,256,0.3144208037825059
2,64,Softmax,50,0.001,512,0.3262411347517731
2,64,Softmax,50,0.0001,16,0.18439716312056736
2,64,Softmax,50,0.0001,32,0.14893617021276595
2,64,Softmax,50,0.0001,64,0.12056737588652482
2,64,Softmax,50,0.0001,128,0.13238770685579196
2,64,Softmax,50,0.0001,256,0.1607565011820331
2,64,Softmax,50,0.0001,512,0.1276595744680851
2,64,Softmax,100,10.0,16,0.3617021276595745
2,64,Softmax,100,10.0,32,0.3664302600472813
2,64,Softmax,100,10.0,64,0.44208037825059104
2,64,Softmax,100,10.0,128,0.4846335697399527
2,64,Softmax,100,10.0,256,0.4657210401891253
2,64,Softmax,100,10.0,512,0.3664302600472813
2,64,Softmax,100,1.0,16,0.5957446808510638
2,64,Softmax,100,1.0,32,0.6099290780141844
2,64,Softmax,100,1.0,64,0.47044917257683216
2,64,Softmax,100,1.0,128,0.5130023640661938
2,64,Softmax,100,1.0,256,0.5697399527186762
2,64,Softmax,100,1.0,512,0.6288416075650118
2,64,Softmax,100,0.1,16,0.8581560283687943
2,64,Softmax,100,0.1,32,0.8770685579196218
2,64,Softmax,100,0.1,64,0.8841607565011821
2,64,Softmax,100,0.1,128,0.9078014184397163
2,64,Softmax,100,0.1,256,0.8605200945626478
2,64,Softmax,100,0.1,512,0.8959810874704491
2,64,Softmax,100,0.01,16,0.8912529550827423
2,64,Softmax,100,0.01,32,0.8888888888888888
2,64,Softmax,100,0.01,64,0.8888888888888888
2,64,Softmax,100,0.01,128,0.8912529550827423
2,64,Softmax,100,0.01,256,0.8817966903073287
2,64,Softmax,100,0.01,512,0.8841607565011821
2,64,Softmax,100,0.001,16,0.4799054373522459
2,64,Softmax,100,0.001,32,0.5106382978723404
2,64,Softmax,100,0.001,64,0.4562647754137116
2,64,Softmax,100,0.001,128,0.5059101654846335
2,64,Softmax,100,0.001,256,0.4846335697399527
2,64,Softmax,100,0.001,512,0.5531914893617021
2,64,Softmax,100,0.0001,16,0.18439716312056736
2,64,Softmax,100,0.0001,32,0.13238770685579196
2,64,Softmax,100,0.0001,64,0.18439716312056736
2,64,Softmax,100,0.0001,128,0.18439716312056736
2,64,Softmax,100,0.0001,256,0.2458628841607565
2,64,Softmax,100,0.0001,512,0.2860520094562648
2,64,Softmax,250,10.0,16,0.3120567375886525
