layers,neurons,activation,epochs,lr,batch_size,accuracy
1,8,Softmax,1,0.001,16,0.15602836879432624
1,8,Softmax,1,0.001,32,0.07092198581560284
1,8,Softmax,1,0.001,64,0.1016548463356974
1,8,Softmax,1,0.001,128,0.2033096926713948
1,8,Softmax,1,0.001,256,0.1607565011820331
1,8,Softmax,1,0.001,512,0.19148936170212766
1,8,Softmax,1,0.0001,16,0.21040189125295508
1,8,Softmax,1,0.0001,32,0.1111111111111111
1,8,Softmax,1,0.0001,64,0.10638297872340426
1,8,Softmax,1,0.0001,128,0.1276595744680851
1,8,Softmax,1,0.0001,256,0.14184397163120568
1,8,Softmax,1,0.0001,512,0.20094562647754138
1,8,Softmax,10,10.0,16,0.557919621749409
1,8,Softmax,10,10.0,32,0.6619385342789598
1,8,Softmax,10,10.0,64,0.5650118203309693
1,8,Softmax,10,10.0,128,0.557919621749409
1,8,Softmax,10,10.0,256,0.5035460992907801
1,8,Softmax,10,10.0,512,0.6122931442080378
1,8,Softmax,10,1.0,16,0.5555555555555556
1,8,Softmax,10,1.0,32,0.557919621749409
1,8,Softmax,10,1.0,64,0.5390070921985816
1,8,Softmax,10,1.0,128,0.5768321513002365
1,8,Softmax,10,1.0,256,0.6524822695035462
1,8,Softmax,10,1.0,512,0.5673758865248227
1,8,Softmax,10,0.1,16,0.7328605200945626
1,8,Softmax,10,0.1,32,0.6903073286052009
1,8,Softmax,10,0.1,64,0.6548463356973995
1,8,Softmax,10,0.1,128,0.7044917257683215
1,8,Softmax,10,0.1,256,0.7163120567375887
1,8,Softmax,10,0.1,512,0.706855791962175
1,8,Softmax,10,0.01,16,0.39243498817966904
1,8,Softmax,10,0.01,32,0.4515366430260047
1,8,Softmax,10,0.01,64,0.3546099290780142
1,8,Softmax,10,0.01,128,0.42080378250591016
1,8,Softmax,10,0.01,256,0.34278959810874704
1,8,Softmax,10,0.01,512,0.408983451536643
1,8,Softmax,10,0.001,16,0.18203309692671396
1,8,Softmax,10,0.001,32,0.1111111111111111
1,8,Softmax,10,0.001,64,0.14420803782505912
1,8,Softmax,10,0.001,128,0.13947990543735225
1,8,Softmax,10,0.001,256,0.16312056737588654
1,8,Softmax,10,0.001,512,0.10874704491725769
1,8,Softmax,10,0.0001,16,0.13238770685579196
1,8,Softmax,10,0.0001,32,0.1111111111111111
1,8,Softmax,10,0.0001,64,0.1938534278959811
1,8,Softmax,10,0.0001,128,0.15130023640661938
1,8,Softmax,10,0.0001,256,0.1702127659574468
1,8,Softmax,10,0.0001,512,0.12529550827423167
1,8,Softmax,25,10.0,16,0.7754137115839244
1,8,Softmax,25,10.0,32,0.7683215130023641
1,8,Softmax,25,10.0,64,0.7848699763593381
1,8,Softmax,25,10.0,128,0.8014184397163121
1,8,Softmax,25,10.0,256,0.7777777777777778
1,8,Softmax,25,10.0,512,0.7612293144208038
1,8,Softmax,25,1.0,16,0.7541371158392435
1,8,Softmax,25,1.0,32,0.8416075650118203
1,8,Softmax,25,1.0,64,0.7825059101654847
1,8,Softmax,25,1.0,128,0.7801418439716312
1,8,Softmax,25,1.0,256,0.7801418439716312
1,8,Softmax,25,1.0,512,0.7328605200945626
1,8,Softmax,25,0.1,16,0.8723404255319149
1,8,Softmax,25,0.1,32,0.8699763593380615
1,8,Softmax,25,0.1,64,0.8817966903073287
1,8,Softmax,25,0.1,128,0.8699763593380615
1,8,Softmax,25,0.1,256,0.8699763593380615
1,8,Softmax,25,0.1,512,0.9030732860520094
1,8,Softmax,25,0.01,16,0.4846335697399527
1,8,Softmax,25,0.01,32,0.5390070921985816
1,8,Softmax,25,0.01,64,0.5437352245862884
1,8,Softmax,25,0.01,128,0.5059101654846335
1,8,Softmax,25,0.01,256,0.5059101654846335
1,8,Softmax,25,0.01,512,0.5697399527186762
1,8,Softmax,25,0.001,16,0.28841607565011823
1,8,Softmax,25,0.001,32,0.16784869976359337
1,8,Softmax,25,0.001,64,0.15839243498817968
1,8,Softmax,25,0.001,128,0.29314420803782504
1,8,Softmax,25,0.001,256,0.17494089834515367
1,8,Softmax,25,0.001,512,0.1536643026004728
1,8,Softmax,25,0.0001,16,0.30969267139479906
1,8,Softmax,25,0.0001,32,0.14893617021276595
1,8,Softmax,25,0.0001,64,0.1111111111111111
1,8,Softmax,25,0.0001,128,0.14184397163120568
1,8,Softmax,25,0.0001,256,0.08747044917257683
1,8,Softmax,25,0.0001,512,0.13238770685579196
1,8,Softmax,50,10.0,16,0.9125295508274232
1,8,Softmax,50,10.0,32,0.9408983451536643
1,8,Softmax,50,10.0,64,0.8747044917257684
1,8,Softmax,50,10.0,128,0.8888888888888888
1,8,Softmax,50,10.0,256,0.8983451536643026
1,8,Softmax,50,10.0,512,0.9101654846335697
1,8,Softmax,50,1.0,16,0.9479905437352246
1,8,Softmax,50,1.0,32,0.9692671394799054
1,8,Softmax,50,1.0,64,0.9078014184397163
1,8,Softmax,50,1.0,128,0.9645390070921985
1,8,Softmax,50,1.0,256,0.9290780141843972
1,8,Softmax,50,1.0,512,0.9267139479905437
1,8,Softmax,50,0.1,16,0.9527186761229315
1,8,Softmax,50,0.1,32,0.9621749408983451
1,8,Softmax,50,0.1,64,0.9645390070921985
1,8,Softmax,50,0.1,128,0.966903073286052
1,8,Softmax,50,0.1,256,0.9550827423167849
1,8,Softmax,50,0.1,512,0.9598108747044918
1,8,Softmax,50,0.01,16,0.6855791962174941
1,8,Softmax,50,0.01,32,0.6761229314420804
1,8,Softmax,50,0.01,64,0.6855791962174941
1,8,Softmax,50,0.01,128,0.6382978723404256
1,8,Softmax,50,0.01,256,0.6879432624113475
1,8,Softmax,50,0.01,512,0.640661938534279
1,8,Softmax,50,0.001,16,0.3404255319148936
1,8,Softmax,50,0.001,32,0.3829787234042553
1,8,Softmax,50,0.001,64,0.3380614657210402
1,8,Softmax,50,0.001,128,0.3640661938534279
1,8,Softmax,50,0.001,256,0.3404255319148936
1,8,Softmax,50,0.001,512,0.31678486997635935
1,8,Softmax,50,0.0001,16,0.19858156028368795
1,8,Softmax,50,0.0001,32,0.14893617021276595
1,8,Softmax,50,0.0001,64,0.15602836879432624
1,8,Softmax,50,0.0001,128,0.15602836879432624
1,8,Softmax,50,0.0001,256,0.12529550827423167
1,8,Softmax,50,0.0001,512,0.08983451536643026
1,8,Softmax,100,10.0,16,0.8321513002364066
1,8,Softmax,100,10.0,32,0.91725768321513
1,8,Softmax,100,10.0,64,0.9290780141843972
1,8,Softmax,100,10.0,128,0.9621749408983451
1,8,Softmax,100,10.0,256,0.9361702127659575
1,8,Softmax,100,10.0,512,0.9739952718676123
1,8,Softmax,100,1.0,16,0.9810874704491725
1,8,Softmax,100,1.0,32,0.983451536643026
1,8,Softmax,100,1.0,64,0.9810874704491725
1,8,Softmax,100,1.0,128,0.983451536643026
1,8,Softmax,100,1.0,256,0.9787234042553191
1,8,Softmax,100,1.0,512,0.9787234042553191
1,8,Softmax,100,0.1,16,0.9739952718676123
1,8,Softmax,100,0.1,32,0.9739952718676123
1,8,Softmax,100,0.1,64,0.9739952718676123
1,8,Softmax,100,0.1,128,0.9763593380614657
1,8,Softmax,100,0.1,256,0.9739952718676123
1,8,Softmax,100,0.1,512,0.9763593380614657
1,8,Softmax,100,0.01,16,0.8014184397163121
1,8,Softmax,100,0.01,32,0.7825059101654847
1,8,Softmax,100,0.01,64,0.7801418439716312
1,8,Softmax,100,0.01,128,0.7825059101654847
1,8,Softmax,100,0.01,256,0.7848699763593381
1,8,Softmax,100,0.01,512,0.7777777777777778
1,8,Softmax,100,0.001,16,0.4562647754137116
1,8,Softmax,100,0.001,32,0.41843971631205673
1,8,Softmax,100,0.001,64,0.40425531914893614
1,8,Softmax,100,0.001,128,0.46099290780141844
1,8,Softmax,100,0.001,256,0.4160756501182033
1,8,Softmax,100,0.001,512,0.3546099290780142
1,8,Softmax,100,0.0001,16,0.20803782505910165
1,8,Softmax,100,0.0001,32,0.22458628841607564
1,8,Softmax,100,0.0001,64,0.22458628841607564
1,8,Softmax,100,0.0001,128,0.1773049645390071
1,8,Softmax,100,0.0001,256,0.13947990543735225
1,8,Softmax,100,0.0001,512,0.18439716312056736
1,8,Softmax,250,10.0,16,0.9527186761229315
1,8,Softmax,250,10.0,32,0.9479905437352246
1,8,Softmax,250,10.0,64,0.9787234042553191
1,8,Softmax,250,10.0,128,0.9645390070921985
1,8,Softmax,250,10.0,256,0.9739952718676123
1,8,Softmax,250,10.0,512,0.9408983451536643
1,8,Softmax,250,1.0,16,0.983451536643026
1,8,Softmax,250,1.0,32,0.8534278959810875
1,8,Softmax,250,1.0,64,0.9787234042553191
1,8,Softmax,250,1.0,128,0.9858156028368794
1,8,Softmax,250,1.0,256,0.9787234042553191
1,8,Softmax,250,1.0,512,0.9810874704491725
1,8,Softmax,250,0.1,16,0.9810874704491725
1,8,Softmax,250,0.1,32,0.9763593380614657
1,8,Softmax,250,0.1,64,0.9787234042553191
1,8,Softmax,250,0.1,128,0.983451536643026
1,8,Softmax,250,0.1,256,0.9787234042553191
1,8,Softmax,250,0.1,512,0.9621749408983451
1,8,Softmax,250,0.01,16,0.9290780141843972
1,8,Softmax,250,0.01,32,0.9219858156028369
1,8,Softmax,250,0.01,64,0.9243498817966903
1,8,Softmax,250,0.01,128,0.9290780141843972
1,8,Softmax,250,0.01,256,0.9290780141843972
1,8,Softmax,250,0.01,512,0.9314420803782506
1,8,Softmax,250,0.001,16,0.557919621749409
1,8,Softmax,250,0.001,32,0.5886524822695035
1,8,Softmax,250,0.001,64,0.624113475177305
1,8,Softmax,250,0.001,128,0.607565011820331
1,8,Softmax,250,0.001,256,0.5910165484633569
1,8,Softmax,250,0.001,512,0.624113475177305
1,8,Softmax,250,0.0001,16,0.2364066193853428
1,8,Softmax,250,0.0001,32,0.24822695035460993
1,8,Softmax,250,0.0001,64,0.2293144208037825
1,8,Softmax,250,0.0001,128,0.28841607565011823
1,8,Softmax,250,0.0001,256,0.23167848699763594
1,8,Softmax,250,0.0001,512,0.18912529550827423
1,8,ReLU,1,10.0,16,0.07092198581560284
1,8,ReLU,1,10.0,32,0.04018912529550828
1,8,ReLU,1,10.0,64,0.0425531914893617
1,8,ReLU,1,10.0,128,0.04018912529550828
1,8,ReLU,1,10.0,256,0.14893617021276595
1,8,ReLU,1,10.0,512,0.1111111111111111
1,8,ReLU,1,1.0,16,0.04728132387706856
1,8,ReLU,1,1.0,32,0.04728132387706856
1,8,ReLU,1,1.0,64,0.18439716312056736
1,8,ReLU,1,1.0,128,0.1016548463356974
1,8,ReLU,1,1.0,256,0.07801418439716312
1,8,ReLU,1,1.0,512,0.1773049645390071
1,8,ReLU,1,0.1,16,0.3049645390070922
1,8,ReLU,1,0.1,32,0.3546099290780142
1,8,ReLU,1,0.1,64,0.37115839243498816
1,8,ReLU,1,0.1,128,0.35224586288416077
1,8,ReLU,1,0.1,256,0.3333333333333333
1,8,ReLU,1,0.1,512,0.45390070921985815
1,8,ReLU,1,0.01,16,0.07565011820330969
1,8,ReLU,1,0.01,32,0.23877068557919623
1,8,ReLU,1,0.01,64,0.18203309692671396
1,8,ReLU,1,0.01,128,0.16312056737588654
1,8,ReLU,1,0.01,256,0.17494089834515367
1,8,ReLU,1,0.01,512,0.17257683215130024
1,8,ReLU,1,0.001,16,0.11583924349881797
1,8,ReLU,1,0.001,32,0.17494089834515367
1,8,ReLU,1,0.001,64,0.22458628841607564
1,8,ReLU,1,0.001,128,0.1111111111111111
1,8,ReLU,1,0.001,256,0.08983451536643026
1,8,ReLU,1,0.001,512,0.1536643026004728
1,8,ReLU,1,0.0001,16,0.1016548463356974
1,8,ReLU,1,0.0001,32,0.10638297872340426
1,8,ReLU,1,0.0001,64,0.2765957446808511
1,8,ReLU,1,0.0001,128,0.13002364066193853
1,8,ReLU,1,0.0001,256,0.16548463356973994
1,8,ReLU,1,0.0001,512,0.10874704491725769
1,8,ReLU,10,10.0,16,0.5390070921985816
1,8,ReLU,10,10.0,32,0.5035460992907801
1,8,ReLU,10,10.0,64,0.4988179669030733
1,8,ReLU,10,10.0,128,0.5815602836879432
1,8,ReLU,10,10.0,256,0.6217494089834515
1,8,ReLU,10,10.0,512,0.5886524822695035
1,8,ReLU,10,1.0,16,0.49645390070921985
1,8,ReLU,10,1.0,32,0.6193853427895981
1,8,ReLU,10,1.0,64,0.5390070921985816
1,8,ReLU,10,1.0,128,0.5508274231678487
1,8,ReLU,10,1.0,256,0.640661938534279
1,8,ReLU,10,1.0,512,0.458628841607565
1,8,ReLU,10,0.1,16,0.75177304964539
1,8,ReLU,10,0.1,32,0.7399527186761229
1,8,ReLU,10,0.1,64,0.6548463356973995
1,8,ReLU,10,0.1,128,0.6430260047281324
1,8,ReLU,10,0.1,256,0.6926713947990544
1,8,ReLU,10,0.1,512,0.6619385342789598
1,8,ReLU,10,0.01,16,0.41371158392434987
1,8,ReLU,10,0.01,32,0.425531914893617
1,8,ReLU,10,0.01,64,0.41371158392434987
1,8,ReLU,10,0.01,128,0.3971631205673759
1,8,ReLU,10,0.01,256,0.42789598108747046
1,8,ReLU,10,0.01,512,0.44208037825059104
1,8,ReLU,10,0.001,16,0.11347517730496454
1,8,ReLU,10,0.001,32,0.11347517730496454
1,8,ReLU,10,0.001,64,0.20803782505910165
1,8,ReLU,10,0.001,128,0.13711583924349882
1,8,ReLU,10,0.001,256,0.13947990543735225
1,8,ReLU,10,0.001,512,0.04964539007092199
1,8,ReLU,10,0.0001,16,0.12056737588652482
1,8,ReLU,10,0.0001,32,0.17257683215130024
1,8,ReLU,10,0.0001,64,0.16548463356973994
1,8,ReLU,10,0.0001,128,0.14184397163120568
1,8,ReLU,10,0.0001,256,0.25059101654846333
1,8,ReLU,10,0.0001,512,0.14184397163120568
1,8,ReLU,25,10.0,16,0.6973995271867612
1,8,ReLU,25,10.0,32,0.7754137115839244
1,8,ReLU,25,10.0,64,0.851063829787234
1,8,ReLU,25,10.0,128,0.7092198581560284
1,8,ReLU,25,10.0,256,0.6359338061465721
1,8,ReLU,25,10.0,512,0.75177304964539
1,8,ReLU,25,1.0,16,0.7919621749408984
1,8,ReLU,25,1.0,32,0.7328605200945626
1,8,ReLU,25,1.0,64,0.8108747044917257
1,8,ReLU,25,1.0,128,0.8108747044917257
1,8,ReLU,25,1.0,256,0.7588652482269503
1,8,ReLU,25,1.0,512,0.7565011820330969
1,8,ReLU,25,0.1,16,0.8699763593380615
1,8,ReLU,25,0.1,32,0.8676122931442081
1,8,ReLU,25,0.1,64,0.8817966903073287
1,8,ReLU,25,0.1,128,0.8983451536643026
1,8,ReLU,25,0.1,256,0.8936170212765957
1,8,ReLU,25,0.1,512,0.8912529550827423
1,8,ReLU,25,0.01,16,0.5390070921985816
1,8,ReLU,25,0.01,32,0.5673758865248227
1,8,ReLU,25,0.01,64,0.5460992907801419
1,8,ReLU,25,0.01,128,0.5721040189125296
1,8,ReLU,25,0.01,256,0.5886524822695035
1,8,ReLU,25,0.01,512,0.5224586288416075
1,8,ReLU,25,0.001,16,0.2624113475177305
1,8,ReLU,25,0.001,32,0.18203309692671396
1,8,ReLU,25,0.001,64,0.28368794326241137
1,8,ReLU,25,0.001,128,0.14657210401891252
1,8,ReLU,25,0.001,256,0.1607565011820331
1,8,ReLU,25,0.001,512,0.19148936170212766
1,8,ReLU,25,0.0001,16,0.12056737588652482
1,8,ReLU,25,0.0001,32,0.14893617021276595
1,8,ReLU,25,0.0001,64,0.1773049645390071
1,8,ReLU,25,0.0001,128,0.13947990543735225
1,8,ReLU,25,0.0001,256,0.1607565011820331
1,8,ReLU,25,0.0001,512,0.1016548463356974
1,8,ReLU,50,10.0,16,0.9196217494089834
1,8,ReLU,50,10.0,32,0.9408983451536643
1,8,ReLU,50,10.0,64,0.900709219858156
1,8,ReLU,50,10.0,128,0.9645390070921985
1,8,ReLU,50,10.0,256,0.8605200945626478
1,8,ReLU,50,10.0,512,0.8321513002364066
1,8,ReLU,50,1.0,16,0.9574468085106383
1,8,ReLU,50,1.0,32,0.900709219858156
1,8,ReLU,50,1.0,64,0.9290780141843972
1,8,ReLU,50,1.0,128,0.9385342789598109
1,8,ReLU,50,1.0,256,0.9479905437352246
1,8,ReLU,50,1.0,512,0.9290780141843972
1,8,ReLU,50,0.1,16,0.950354609929078
1,8,ReLU,50,0.1,32,0.9621749408983451
1,8,ReLU,50,0.1,64,0.9598108747044918
1,8,ReLU,50,0.1,128,0.9574468085106383
1,8,ReLU,50,0.1,256,0.9645390070921985
1,8,ReLU,50,0.1,512,0.9574468085106383
1,8,ReLU,50,0.01,16,0.6832151300236406
1,8,ReLU,50,0.01,32,0.6501182033096927
1,8,ReLU,50,0.01,64,0.6903073286052009
1,8,ReLU,50,0.01,128,0.6666666666666666
1,8,ReLU,50,0.01,256,0.6903073286052009
1,8,ReLU,50,0.01,512,0.6950354609929078
1,8,ReLU,50,0.001,16,0.32387706855791965
1,8,ReLU,50,0.001,32,0.41134751773049644
1,8,ReLU,50,0.001,64,0.3475177304964539
1,8,ReLU,50,0.001,128,0.2789598108747045
1,8,ReLU,50,0.001,256,0.19148936170212766
1,8,ReLU,50,0.001,512,0.34278959810874704
1,8,ReLU,50,0.0001,16,0.1607565011820331
1,8,ReLU,50,0.0001,32,0.1536643026004728
1,8,ReLU,50,0.0001,64,0.23404255319148937
1,8,ReLU,50,0.0001,128,0.10874704491725769
1,8,ReLU,50,0.0001,256,0.1773049645390071
1,8,ReLU,50,0.0001,512,0.24113475177304963
1,8,ReLU,100,10.0,16,0.8557919621749409
1,8,ReLU,100,10.0,32,0.9385342789598109
1,8,ReLU,100,10.0,64,0.9361702127659575
1,8,ReLU,100,10.0,128,0.9716312056737588
1,8,ReLU,100,10.0,256,0.9692671394799054
1,8,ReLU,100,10.0,512,0.9078014184397163
1,8,ReLU,100,1.0,16,0.9739952718676123
1,8,ReLU,100,1.0,32,0.983451536643026
1,8,ReLU,100,1.0,64,0.9858156028368794
1,8,ReLU,100,1.0,128,0.9787234042553191
1,8,ReLU,100,1.0,256,0.9763593380614657
1,8,ReLU,100,1.0,512,0.9763593380614657
1,8,ReLU,100,0.1,16,0.9763593380614657
1,8,ReLU,100,0.1,32,0.9763593380614657
1,8,ReLU,100,0.1,64,0.9763593380614657
1,8,ReLU,100,0.1,128,0.9763593380614657
1,8,ReLU,100,0.1,256,0.9739952718676123
1,8,ReLU,100,0.1,512,0.9739952718676123
1,8,ReLU,100,0.01,16,0.7635933806146572
1,8,ReLU,100,0.01,32,0.7848699763593381
1,8,ReLU,100,0.01,64,0.75177304964539
1,8,ReLU,100,0.01,128,0.789598108747045
1,8,ReLU,100,0.01,256,0.7754137115839244
1,8,ReLU,100,0.01,512,0.7825059101654847
1,8,ReLU,100,0.001,16,0.491725768321513
1,8,ReLU,100,0.001,32,0.425531914893617
1,8,ReLU,100,0.001,64,0.4397163120567376
1,8,ReLU,100,0.001,128,0.3877068557919622
1,8,ReLU,100,0.001,256,0.4066193853427896
1,8,ReLU,100,0.001,512,0.4231678486997636
1,8,ReLU,100,0.0001,16,0.1773049645390071
1,8,ReLU,100,0.0001,32,0.14184397163120568
1,8,ReLU,100,0.0001,64,0.13002364066193853
1,8,ReLU,100,0.0001,128,0.18439716312056736
1,8,ReLU,100,0.0001,256,0.29550827423167847
1,8,ReLU,100,0.0001,512,0.17257683215130024
1,8,ReLU,250,10.0,16,0.9456264775413712
1,8,ReLU,250,10.0,32,0.9763593380614657
1,8,ReLU,250,10.0,64,0.966903073286052
1,8,ReLU,250,10.0,128,0.8676122931442081
1,8,ReLU,250,10.0,256,0.9479905437352246
1,8,ReLU,250,10.0,512,0.9479905437352246
1,8,ReLU,250,1.0,16,0.9810874704491725
1,8,ReLU,250,1.0,32,0.983451536643026
1,8,ReLU,250,1.0,64,0.9101654846335697
1,8,ReLU,250,1.0,128,0.9408983451536643
1,8,ReLU,250,1.0,256,0.9810874704491725
1,8,ReLU,250,1.0,512,0.9101654846335697
1,8,ReLU,250,0.1,16,0.9763593380614657
1,8,ReLU,250,0.1,32,0.9810874704491725
1,8,ReLU,250,0.1,64,0.9787234042553191
1,8,ReLU,250,0.1,128,0.9810874704491725
1,8,ReLU,250,0.1,256,0.9787234042553191
1,8,ReLU,250,0.1,512,0.9787234042553191
1,8,ReLU,250,0.01,16,0.9219858156028369
1,8,ReLU,250,0.01,32,0.9196217494089834
1,8,ReLU,250,0.01,64,0.9243498817966903
1,8,ReLU,250,0.01,128,0.9219858156028369
1,8,ReLU,250,0.01,256,0.9314420803782506
1,8,ReLU,250,0.01,512,0.9243498817966903
1,8,ReLU,250,0.001,16,0.5957446808510638
1,8,ReLU,250,0.001,32,0.5531914893617021
1,8,ReLU,250,0.001,64,0.6004728132387707
1,8,ReLU,250,0.001,128,0.624113475177305
1,8,ReLU,250,0.001,256,0.5862884160756501
1,8,ReLU,250,0.001,512,0.6193853427895981
1,8,ReLU,250,0.0001,16,0.09219858156028368
1,8,ReLU,250,0.0001,32,0.2576832151300236
1,8,ReLU,250,0.0001,64,0.18439716312056736
1,8,ReLU,250,0.0001,128,0.16784869976359337
1,8,ReLU,250,0.0001,256,0.16312056737588654
1,8,ReLU,250,0.0001,512,0.26004728132387706
1,8,Tanh,1,10.0,16,0.13947990543735225
1,8,Tanh,1,10.0,32,0.09456264775413711
1,8,Tanh,1,10.0,64,0.04964539007092199
1,8,Tanh,1,10.0,128,0.026004728132387706
1,8,Tanh,1,10.0,256,0.1016548463356974
1,8,Tanh,1,10.0,512,0.09692671394799054
1,8,Tanh,1,1.0,16,0.26004728132387706
1,8,Tanh,1,1.0,32,0.1702127659574468
1,8,Tanh,1,1.0,64,0.0851063829787234
1,8,Tanh,1,1.0,128,0.09929078014184398
1,8,Tanh,1,1.0,256,0.21040189125295508
1,8,Tanh,1,1.0,512,0.09456264775413711
1,8,Tanh,1,0.1,16,0.45390070921985815
1,8,Tanh,1,0.1,32,0.3664302600472813
1,8,Tanh,1,0.1,64,0.4491725768321513
1,8,Tanh,1,0.1,128,0.34515366430260047
1,8,Tanh,1,0.1,256,0.4491725768321513
1,8,Tanh,1,0.1,512,0.42080378250591016
1,8,Tanh,1,0.01,16,0.20803782505910165
1,8,Tanh,1,0.01,32,0.1182033096926714
1,8,Tanh,1,0.01,64,0.20094562647754138
1,8,Tanh,1,0.01,128,0.13711583924349882
1,8,Tanh,1,0.01,256,0.19858156028368795
1,8,Tanh,1,0.01,512,0.05200945626477541
1,8,Tanh,1,0.001,16,0.14657210401891252
1,8,Tanh,1,0.001,32,0.1536643026004728
1,8,Tanh,1,0.001,64,0.10874704491725769
1,8,Tanh,1,0.001,128,0.16312056737588654
1,8,Tanh,1,0.001,256,0.13238770685579196
1,8,Tanh,1,0.001,512,0.14657210401891252
1,8,Tanh,1,0.0001,16,0.1867612293144208
1,8,Tanh,1,0.0001,32,0.17966903073286053
1,8,Tanh,1,0.0001,64,0.14893617021276595
1,8,Tanh,1,0.0001,128,0.16312056737588654
1,8,Tanh,1,0.0001,256,0.24822695035460993
1,8,Tanh,1,0.0001,512,0.18912529550827423
1,8,Tanh,10,10.0,16,0.5319148936170213
1,8,Tanh,10,10.0,32,0.4231678486997636
1,8,Tanh,10,10.0,64,0.3877068557919622
1,8,Tanh,10,10.0,128,0.46808510638297873
1,8,Tanh,10,10.0,256,0.5224586288416075
1,8,Tanh,10,10.0,512,0.5295508274231678
1,8,Tanh,10,1.0,16,0.491725768321513
1,8,Tanh,10,1.0,32,0.5106382978723404
1,8,Tanh,10,1.0,64,0.6193853427895981
1,8,Tanh,10,1.0,128,0.5957446808510638
1,8,Tanh,10,1.0,256,0.4846335697399527
1,8,Tanh,10,1.0,512,0.5862884160756501
1,8,Tanh,10,0.1,16,0.7044917257683215
1,8,Tanh,10,0.1,32,0.7021276595744681
1,8,Tanh,10,0.1,64,0.6761229314420804
1,8,Tanh,10,0.1,128,0.7186761229314421
1,8,Tanh,10,0.1,256,0.6595744680851063
1,8,Tanh,10,0.1,512,0.6855791962174941
1,8,Tanh,10,0.01,16,0.3380614657210402
1,8,Tanh,10,0.01,32,0.42789598108747046
1,8,Tanh,10,0.01,64,0.48699763593380613
1,8,Tanh,10,0.01,128,0.3877068557919622
1,8,Tanh,10,0.01,256,0.475177304964539
1,8,Tanh,10,0.01,512,0.45390070921985815
1,8,Tanh,10,0.001,16,0.2458628841607565
1,8,Tanh,10,0.001,32,0.1347517730496454
1,8,Tanh,10,0.001,64,0.21513002364066194
1,8,Tanh,10,0.001,128,0.11583924349881797
1,8,Tanh,10,0.001,256,0.16784869976359337
1,8,Tanh,10,0.001,512,0.17966903073286053
1,8,Tanh,10,0.0001,16,0.19858156028368795
1,8,Tanh,10,0.0001,32,0.24349881796690306
1,8,Tanh,10,0.0001,64,0.14657210401891252
1,8,Tanh,10,0.0001,128,0.1702127659574468
1,8,Tanh,10,0.0001,256,0.13711583924349882
1,8,Tanh,10,0.0001,512,0.14184397163120568
1,8,Tanh,25,10.0,16,0.7541371158392435
1,8,Tanh,25,10.0,32,0.5910165484633569
1,8,Tanh,25,10.0,64,0.7446808510638298
1,8,Tanh,25,10.0,128,0.6713947990543735
1,8,Tanh,25,10.0,256,0.789598108747045
1,8,Tanh,25,10.0,512,0.7210401891252955
1,8,Tanh,25,1.0,16,0.7966903073286052
1,8,Tanh,25,1.0,32,0.7706855791962175
1,8,Tanh,25,1.0,64,0.7612293144208038
1,8,Tanh,25,1.0,128,0.8226950354609929
1,8,Tanh,25,1.0,256,0.7399527186761229
1,8,Tanh,25,1.0,512,0.7257683215130024
1,8,Tanh,25,0.1,16,0.8486997635933806
1,8,Tanh,25,0.1,32,0.8794326241134752
1,8,Tanh,25,0.1,64,0.8747044917257684
1,8,Tanh,25,0.1,128,0.8794326241134752
1,8,Tanh,25,0.1,256,0.8794326241134752
1,8,Tanh,25,0.1,512,0.8912529550827423
1,8,Tanh,25,0.01,16,0.5011820330969267
1,8,Tanh,25,0.01,32,0.5484633569739953
1,8,Tanh,25,0.01,64,0.5555555555555556
1,8,Tanh,25,0.01,128,0.5106382978723404
1,8,Tanh,25,0.01,256,0.5602836879432624
1,8,Tanh,25,0.01,512,0.5721040189125296
1,8,Tanh,25,0.001,16,0.2718676122931442
1,8,Tanh,25,0.001,32,0.22458628841607564
1,8,Tanh,25,0.001,64,0.1773049645390071
1,8,Tanh,25,0.001,128,0.34278959810874704
1,8,Tanh,25,0.001,256,0.10401891252955082
1,8,Tanh,25,0.001,512,0.1773049645390071
1,8,Tanh,25,0.0001,16,0.09929078014184398
1,8,Tanh,25,0.0001,32,0.13711583924349882
1,8,Tanh,25,0.0001,64,0.15602836879432624
1,8,Tanh,25,0.0001,128,0.15839243498817968
1,8,Tanh,25,0.0001,256,0.12293144208037825
1,8,Tanh,25,0.0001,512,0.07092198581560284
1,8,Tanh,50,10.0,16,0.8841607565011821
1,8,Tanh,50,10.0,32,0.91725768321513
1,8,Tanh,50,10.0,64,0.9385342789598109
1,8,Tanh,50,10.0,128,0.9219858156028369
1,8,Tanh,50,10.0,256,0.9148936170212766
1,8,Tanh,50,10.0,512,0.9290780141843972
1,8,Tanh,50,1.0,16,0.9385342789598109
1,8,Tanh,50,1.0,32,0.9290780141843972
1,8,Tanh,50,1.0,64,0.8605200945626478
1,8,Tanh,50,1.0,128,0.966903073286052
1,8,Tanh,50,1.0,256,0.9621749408983451
1,8,Tanh,50,1.0,512,0.9574468085106383
1,8,Tanh,50,0.1,16,0.9550827423167849
1,8,Tanh,50,0.1,32,0.9574468085106383
1,8,Tanh,50,0.1,64,0.9574468085106383
1,8,Tanh,50,0.1,128,0.9527186761229315
1,8,Tanh,50,0.1,256,0.9645390070921985
1,8,Tanh,50,0.1,512,0.9550827423167849
1,8,Tanh,50,0.01,16,0.6879432624113475
